;代码	x	y	名称	        范围	数量	时间
anying5 25 25 虹魔教主8 8 1 1

anying6 24 28 暗影护卫6 8 10 1
anying6 24 28 黄泉教主8 8 1 1

anying7 24 25 暗影护卫7 8 10 1
anying7 24 25 牛魔王8 8 1 1

anying8 25 19 暗影护卫8 8 10 1
anying8 28 16 赤月恶魔8 0 1 1

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■恶人谷(红名村)■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[hongming 恶人谷]
hongming 37 86 半兽勇士44 20 20 8
hongming 94 52 半兽勇士44 20 20 8
hongming 53 43 半兽勇士44 20 20 8
hongming 91 86 半兽勇士44 20 20 8
hongming 249 88 巨型多角虫44 20 10 8
hongming 244 160 巨型多角虫44 20 10 8
hongming 189 192 巨型多角虫44 20 10 8
hongming 169 226 巨型多角虫44 20 10 8
hongming 167 282 巨型多角虫44 20 10 8
hongming 238 290 巨型多角虫44 20 10 8
hongming 221 240 巨型多角虫44 20 10 8
hongming 236 200 巨型多角虫44 20 10 8
hongming 68 214 巨型多角虫44 20 10 8
hongming 115 195 巨型多角虫44 20 10 8

;[hongmingkuang 废矿]
hongmingkuang 60 46 尸王44 20 10 8
hongmingkuang 126 43 尸王44 20 10 8
hongmingkuang 167 74 尸王44 20 10 8
hongmingkuang 102 91 尸王44 20 10 8
hongmingkuang 45 105 尸王44 20 10 8
hongmingkuang 44 156 尸王44 20 10 8
hongmingkuang 102 160 尸王44 20 10 8
hongmingkuang 156 149 尸王44 20 10 8
hongmingkuang 165 86 尸王44 20 10 8

;[hongmingdong 赎罪洞穴]
hongmingdong 56 51 狂暴黑野猪44 30 10 8
hongmingdong 102 50 狂暴黑野猪44 30 10 8
hongmingdong 157 51 狂暴黑野猪44 30 10 8
hongmingdong 63 131 狂暴黑野猪44 30 10 8
hongmingdong 119 129 狂暴黑野猪44 30 10 8
hongmingdong 154 147 狂暴黑野猪44 30 10 8
hongmingdong 59 138 狂暴黑蝎蛇44 30 10 8
hongmingdong 88 142 狂暴黑蝎蛇44 30 10 8
hongmingdong 143 139 狂暴黑蝎蛇44 30 10 8
hongmingdong 148 59 狂暴黑蝎蛇44 30 10 8
hongmingdong 92 55 狂暴黑蝎蛇44 30 10 8
hongmingdong 52 56 狂暴黑蝎蛇44 30 10 8
hongmingdong 98 97 狂暴黑蝎蛇44 30 10 8

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■第一幕野外■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[diyimu 西部王国]
diyimu 52 42 鸡 10 10 1
diyimu 32 59 鸡 10 10 1
diyimu 58 84 鸡 10 10 1
diyimu 81 70 鸡 10 10 1
diyimu 43 51 鹿 10 10 1
diyimu 65 69 鹿 10 10 1
diyimu 164 103 沉沦魔 15 10 5
diyimu 128 136 沉沦魔 15 10 5
diyimu 91 164 沉沦魔 15 10 5
diyimu 106 203 沉沦魔 15 10 5
diyimu 157 176 沉沦魔 15 10 5
diyimu 226 85 沉沦魔 15 10 5
diyimu 286 102 沉沦魔 15 10 5
diyimu 264 154 沉沦魔 15 10 5
diyimu 238 195 沉沦魔 15 10 5
diyimu 191 204 沉沦魔 15 10 5
diyimu 115 169 利刃魔 15 10 5
diyimu 142 121 利刃魔 15 10 5
diyimu 199 98 利刃魔 15 10 5
diyimu 258 94 利刃魔 15 10 5
diyimu 284 131 利刃魔 15 10 5
diyimu 184 147 利刃魔 15 10 5
diyimu 203 191 利刃魔 15 10 5
diyimu 137 173 沉沦巫师 20 5 5
diyimu 164 106 沉沦巫师 20 5 5
diyimu 244 84 沉沦巫师 20 5 5
diyimu 269 145 沉沦巫师 20 5 5
diyimu 224 196 沉沦巫师 20 5 5
diyimu 200 150 沉沦巫师 20 5 5
diyimu 115 174 硬毛老鼠 20 5 5
diyimu 120 126 硬毛老鼠 20 5 5
diyimu 197 94 硬毛老鼠 20 5 5
diyimu 273 104 硬毛老鼠 20 5 5
diyimu 225 186 硬毛老鼠 20 5 5
diyimu 165 168 硬毛老鼠 20 5 5
diyimu 286 253 腐烂尸体 20 5 5
diyimu 363 247 腐烂尸体 20 5 5
diyimu 326 319 腐烂尸体 20 5 5
diyimu 432 233 腐烂尸体 20 5 5
diyimu 483 193 腐烂尸体 20 5 5
diyimu 490 265 腐烂尸体 20 5 5
diyimu 467 331 腐烂尸体 20 5 5
diyimu 553 316 腐烂尸体 20 5 5
diyimu 644 292 腐烂尸体 20 5 5
diyimu 288 296 饥饿死者 20 5 5
diyimu 326 247 饥饿死者 20 5 5
diyimu 347 291 饥饿死者 20 5 5
diyimu 388 236 饥饿死者 20 5 5
diyimu 455 204 饥饿死者 20 5 5
diyimu 513 223 饥饿死者 20 5 5
diyimu 466 302 饥饿死者 20 5 5
diyimu 516 326 饥饿死者 20 5 5
diyimu 616 306 饥饿死者 20 5 5
diyimu 292 254 溺毙死尸 20 5 5
diyimu 370 262 溺毙死尸 20 5 5
diyimu 442 223 溺毙死尸 20 5 5
diyimu 489 273 溺毙死尸 20 5 5
diyimu 477 336 溺毙死尸 20 5 5
diyimu 573 313 溺毙死尸 20 5 5
diyimu 562 116 恶灵僵尸 10 5 10
diyimu 562 148 恶灵僵尸 10 5 10
diyimu 597 157 恶灵僵尸 10 5 10
diyimu 636 156 恶灵僵尸 10 5 10
diyimu 606 122 恶灵僵尸 10 5 10
diyimu 633 104 恶灵僵尸 10 5 10
diyimu 660 128 恶灵僵尸 10 5 10
diyimu 643 72 恶灵僵尸 10 5 10
diyimu 606 68 恶灵僵尸 10 5 10
diyimu 609 37 恶灵僵尸 10 5 10
diyimu 646 49 恶灵僵尸 10 5 10
diyimu 580 114 恶灵尸王 10 5 10
diyimu 581 142 恶灵尸王 10 5 10
diyimu 610 161 恶灵尸王 10 5 10
diyimu 621 132 恶灵尸王 10 5 10
diyimu 663 142 恶灵尸王 10 5 10
diyimu 654 103 恶灵尸王 10 5 10
diyimu 620 81 恶灵尸王 10 5 10
diyimu 592 56 恶灵尸王 10 5 10
diyimu 617 47 恶灵尸王 10 5 10
diyimu 636 35 恶灵尸王 10 5 10
diyimu 665 59 恶灵尸王 10 5 10

;任务BOSS
diyimu 630 54 血鸟 1 1 5

diyimu 211 365 黑暗兽人 20 10 10
diyimu 81 418 黑暗兽人 20 10 10
diyimu 195 439 黑暗兽人 20 10 10
diyimu 130 474 黑暗兽人 20 10 10
diyimu 70 506 黑暗兽人 20 10 10
diyimu 90 559 黑暗兽人 20 10 10
diyimu 167 536 黑暗兽人 20 10 10
diyimu 232 499 黑暗兽人 20 10 10
diyimu 270 453 黑暗兽人 20 10 10
diyimu 241 571 黑暗兽人 20 10 10
diyimu 136 603 黑暗兽人 20 10 10
diyimu 216 631 黑暗兽人 20 10 10
diyimu 283 634 黑暗兽人 20 10 10
diyimu 426 553 黑暗兽人 20 10 10
diyimu 503 567 黑暗兽人 20 10 10
diyimu 451 622 黑暗兽人 20 10 10
diyimu 536 630 黑暗兽人 20 10 10
diyimu 490 629 黑暗兽人战士 20 10 10
diyimu 453 580 黑暗兽人战士 20 10 10
diyimu 196 586 黑暗兽人战士 20 10 10
diyimu 240 628 黑暗兽人战士 20 10 10
diyimu 117 572 黑暗兽人战士 20 10 10
diyimu 81 474 黑暗兽人战士 20 10 10
diyimu 132 526 黑暗兽人战士 20 10 10
diyimu 175 485 黑暗兽人战士 20 10 10
diyimu 178 405 黑暗兽人战士 20 10 10
diyimu 235 468 黑暗兽人战士 20 10 10

;法师宝宝
diyimu 206 398 黑暗兽人勇士 30 5 10
diyimu 100 437 黑暗兽人勇士 30 5 10
diyimu 230 492 黑暗兽人勇士 30 5 10
diyimu 115 536 黑暗兽人勇士 30 5 10
diyimu 210 612 黑暗兽人勇士 30 5 10
diyimu 165 515 黑暗兽人勇士 30 5 10
diyimu 419 571 黑暗兽人勇士 30 5 10
diyimu 515 591 黑暗兽人勇士 30 5 10
diyimu 461 634 黑暗兽人勇士 30 5 10
diyimu 529 638 黑暗兽人勇士 30 5 10
diyimu 91 498 黑暗兽人勇士 30 5 10
diyimu 148 603 黑暗兽人勇士 30 5 10
diyimu 182 453 黑暗兽人勇士 30 5 10

;小BOSS
diyimu 158 457 黑暗兽人统帅 50 1 30
diyimu 213 603 黑暗兽人统帅 50 1 30
diyimu 485 611 黑暗兽人统帅 50 1 30

;[diyimu 黑暗森林]
diyimu 413 642 巨大野兽 10 5 8
diyimu 446 636 巨大野兽 10 5 8
diyimu 423 605 巨大野兽 10 5 8
diyimu 450 611 巨大野兽 10 5 8
diyimu 431 630 巨大野兽 10 5 8
diyimu 435 561 巨大野兽 20 5 8
diyimu 500 572 巨大野兽 20 5 8
diyimu 549 562 巨大野兽 20 5 8
diyimu 500 625 巨大野兽 20 5 8
diyimu 545 644 巨大野兽 20 5 8
diyimu 406 641 雅提 10 5 8
diyimu 423 605 雅提 10 5 8
diyimu 450 612 雅提 10 5 8
diyimu 434 645 雅提 10 5 8
diyimu 432 624 雅提 10 5 8
diyimu 421 548 雅提 20 5 8
diyimu 478 564 雅提 20 5 8
diyimu 486 623 雅提 20 5 8
diyimu 539 568 雅提 20 5 8
diyimu 546 640 雅提 20 5 8
diyimu 407 637 压碎者 10 5 8
diyimu 434 648 压碎者 10 5 8
diyimu 452 620 压碎者 10 5 8
diyimu 414 602 压碎者 10 5 8
diyimu 429 623 压碎者 10 5 8
diyimu 428 558 哀泣之兽 20 5 8
diyimu 497 574 哀泣之兽 20 5 8
diyimu 499 630 哀泣之兽 20 5 8
diyimu 543 604 哀泣之兽 20 5 8
diyimu 558 554 哀泣之兽 20 5 8
diyimu 555 667 哀泣之兽 20 5 8
diyimu 436 558 烟雾偷袭者 20 5 8
diyimu 479 580 烟雾偷袭者 20 5 8
diyimu 537 574 烟雾偷袭者 20 5 8
diyimu 520 635 烟雾偷袭者 20 5 8
diyimu 456 610 烟雾偷袭者 20 5 8
diyimu 431 627 烟雾偷袭者 10 10 8

;特殊怪
diyimu 433 622 艾尼弗斯圣树 0 1 5

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■邪恶洞穴■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[xiee1 邪恶洞穴一层]
xiee1 55 50 山洞蝙蝠 30 10 8
xiee1 157 51 山洞蝙蝠 30 10 8
xiee1 247 62 山洞蝙蝠 30 10 8
xiee1 59 134 山洞蝙蝠 30 10 8
xiee1 165 142 山洞蝙蝠 30 10 8
xiee1 273 151 山洞蝙蝠 30 10 8
xiee1 56 237 山洞蝙蝠 30 10 8
xiee1 170 238 山洞蝙蝠 30 10 8
xiee1 258 247 山洞蝙蝠 30 10 8
xiee1 87 58 骷髅 30 10 8
xiee1 187 55 骷髅 30 10 8
xiee1 92 142 骷髅 30 10 8
xiee1 192 147 骷髅 30 10 8
xiee1 85 236 骷髅 30 10 8
xiee1 202 236 骷髅 30 10 8
xiee1 135 47 掷斧骷髅 30 10 8
xiee1 133 138 掷斧骷髅 30 10 8
xiee1 129 249 掷斧骷髅 30 10 8
xiee1 254 65 掷斧骷髅 30 10 8
xiee1 252 147 掷斧骷髅 30 10 8
xiee1 249 242 掷斧骷髅 30 10 8
xiee1 49 52 骷髅战士 30 10 8
xiee1 59 143 骷髅战士 30 10 8
xiee1 61 241 骷髅战士 30 10 8
xiee1 173 58 骷髅战士 30 10 8
xiee1 178 139 骷髅战士 30 10 8
xiee1 178 226 骷髅战士 30 10 8
xiee1 103 60 骷髅战将 30 10 8
xiee1 108 154 骷髅战将 30 10 8
xiee1 112 239 骷髅战将 30 10 8
xiee1 233 69 骷髅战将 30 10 8
xiee1 231 151 骷髅战将 30 10 8
xiee1 230 238 骷髅战将 30 10 8

;[xiee2 邪恶洞穴二层]
xiee2 79 68 掷斧骷髅 30 10 8
xiee2 219 63 掷斧骷髅 30 10 8
xiee2 145 166 掷斧骷髅 30 10 8
xiee2 60 230 掷斧骷髅 30 10 8
xiee2 249 231 掷斧骷髅 30 10 8
xiee2 146 59 骷髅战士 30 10 8
xiee2 60 139 骷髅战士 30 10 8
xiee2 236 146 骷髅战士 30 10 8
xiee2 144 239 骷髅战士 30 10 8
xiee2 92 80 骷髅战将 30 10 8
xiee2 207 93 骷髅战将 30 10 8
xiee2 198 187 骷髅战将 30 10 8
xiee2 93 180 骷髅战将 30 10 8
xiee2 144 63 骷髅锤兵 30 10 8
xiee2 217 126 骷髅锤兵 30 10 8
xiee2 79 128 骷髅锤兵 30 10 8
xiee2 141 222 骷髅锤兵 30 10 8
xiee2 216 212 骷髅长枪兵 30 10 8
xiee2 54 209 骷髅长枪兵 30 10 8
xiee2 217 53 骷髅长枪兵 30 10 8
xiee2 59 58 骷髅长枪兵 30 10 8
xiee2 89 123 骷髅刀斧手 30 10 8
xiee2 147 76 骷髅刀斧手 30 10 8
xiee2 200 145 骷髅刀斧手 30 10 8
xiee2 129 214 骷髅刀斧手 30 10 8
xiee2 49 133 骷髅弓箭手 30 10 8
xiee2 146 40 骷髅弓箭手 30 10 8
xiee2 229 113 骷髅弓箭手 30 10 8
xiee2 228 237 骷髅弓箭手 30 10 8
xiee2 100 214 骷髅弓箭手 30 10 8
xiee2 156 118 骷髅弓箭手 30 10 8

;[xieelianjie 连接通道]
xieelianjie 17 35 山洞蝙蝠 5 10 8
xieelianjie 24 16 山洞蝙蝠 5 10 8
xieelianjie 20 30 骷髅锤兵 5 10 8
xieelianjie 25 14 骷髅锤兵 5 10 8
xieelianjie 21 24 骷髅弓箭手 5 10 8

;[xiee3 邪恶洞穴三层]
xiee3 68 69 骷髅锤兵 30 10 8
xiee3 175 78 骷髅锤兵 30 10 8
xiee3 246 110 骷髅锤兵 30 10 8
xiee3 95 160 骷髅锤兵 30 10 8
xiee3 175 195 骷髅锤兵 30 10 8
xiee3 248 251 骷髅锤兵 30 10 8
xiee3 130 238 骷髅长枪兵 30 10 8
xiee3 239 178 骷髅长枪兵 30 10 8
xiee3 84 132 骷髅长枪兵 30 10 8
xiee3 123 61 骷髅长枪兵 30 10 8
xiee3 176 120 骷髅长枪兵 30 10 8
xiee3 95 63 骷髅刀斧手 30 10 8
xiee3 182 92 骷髅刀斧手 30 10 8
xiee3 243 146 骷髅刀斧手 30 10 8
xiee3 79 150 骷髅刀斧手 30 10 8
xiee3 158 216 骷髅刀斧手 30 10 8
xiee3 223 243 骷髅刀斧手 30 10 8
xiee3 60 85 骷髅弓箭手 30 10 8
xiee3 141 140 骷髅弓箭手 30 10 8
xiee3 219 192 骷髅弓箭手 30 10 8
xiee3 183 71 骷髅弓箭手 30 10 8
xiee3 120 211 骷髅弓箭手 30 10 8
xiee3 123 60 山洞蝙蝠 30 10 8
xiee3 227 106 山洞蝙蝠 30 10 8
xiee3 79 137 山洞蝙蝠 30 10 8
xiee3 137 218 山洞蝙蝠 30 10 8
xiee3 235 201 山洞蝙蝠 30 10 8
xiee3 163 134 山洞蝙蝠 30 10 8

;小BOSS
xiee1 91 98 骷髅精灵 50 1 30
xiee1 206 220 骷髅精灵 50 1 30
xiee1 230 80 骷髅精灵 50 1 30
xiee1 62 223 骷髅精灵 50 1 30
xiee2 85 66 骷髅精灵 50 1 30
xiee2 217 207 骷髅精灵 50 1 30
xiee2 246 74 骷髅精灵 50 1 30
xiee2 78 225 骷髅精灵 50 1 30
xiee3 102 106 骷髅精灵 50 1 30
xiee3 206 201 骷髅精灵 50 1 30
xiee3 188 126 骷髅精灵 50 1 30

;[xieeboss 邪恶之巢]
xieeboss 26 20 骷髅锤兵 5 10 2
xieeboss 25 19 掷斧骷髅 5 5 2
xieeboss 24 20 骷髅弓箭手 5 5 2
xieeboss 22 21 骷髅精灵 5 2 30
xieeboss 23 20 骷髅教主 5 1 60

;[xiee1 邪恶洞穴一层]
xiee1 88 74 多彩精灵1 40 2 8
xiee1 235 78 多彩精灵1 40 2 8
xiee1 90 231 多彩精灵1 40 2 8
xiee1 242 233 多彩精灵1 40 2 8
xiee1 162 146 多彩精灵1 40 2 8
xiee1 164 57 多彩精灵2 40 2 8
xiee1 67 122 多彩精灵2 40 2 8
xiee1 162 231 多彩精灵2 40 2 8
xiee1 243 164 多彩精灵2 40 2 8
xiee1 143 136 多彩精灵2 40 2 8
xiee1 89 48 多彩精灵3 40 2 8
xiee1 228 54 多彩精灵3 40 2 8
xiee1 67 220 多彩精灵3 40 2 8
xiee1 233 236 多彩精灵3 40 2 8
xiee1 162 145 多彩精灵3 40 2 8
xiee1 173 54 多彩精灵4 40 2 8
xiee1 60 105 多彩精灵4 40 2 8
xiee1 135 226 多彩精灵4 40 2 8
xiee1 252 149 多彩精灵4 40 2 8
xiee1 154 127 多彩精灵4 40 2 8
;[xiee2 邪恶洞穴二层]
xiee2 66 60 多彩精灵1 40 2 8
xiee2 226 72 多彩精灵1 40 2 8
xiee2 68 218 多彩精灵1 40 2 8
xiee2 234 222 多彩精灵1 40 2 8
xiee2 145 147 多彩精灵1 40 2 8
xiee2 150 69 多彩精灵2 40 2 8
xiee2 50 141 多彩精灵2 40 2 8
xiee2 142 247 多彩精灵2 40 2 8
xiee2 245 162 多彩精灵2 40 2 8
xiee2 140 130 多彩精灵2 40 2 8
xiee2 87 68 多彩精灵3 40 2 8
xiee2 211 70 多彩精灵3 40 2 8
xiee2 219 185 多彩精灵3 40 2 8
xiee2 63 190 多彩精灵3 40 2 8
xiee2 158 152 多彩精灵3 40 2 8
xiee2 139 131 多彩精灵4 40 2 8
xiee2 209 132 多彩精灵4 40 2 8
xiee2 217 196 多彩精灵4 40 2 8
xiee2 97 197 多彩精灵4 40 2 8
;[xiee3 邪恶洞穴三层]
xiee3 109 97 多彩精灵1 40 2 8
xiee3 241 107 多彩精灵1 40 2 8
xiee3 178 215 多彩精灵1 40 2 8
xiee3 95 84 多彩精灵2 40 2 8
xiee3 203 117 多彩精灵2 40 2 8
xiee3 117 209 多彩精灵2 40 2 8
xiee3 228 200 多彩精灵3 40 2 8
xiee3 195 85 多彩精灵3 40 2 8
xiee3 118 143 多彩精灵3 40 2 8
xiee3 107 98 多彩精灵4 40 2 8
xiee3 155 216 多彩精灵4 40 2 8
xiee3 227 120 多彩精灵4 40 2 8

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■被盗的陵墓■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[kulou1 被盗的陵墓]
kulou1 27 37 死去的盗墓者 15 10 8
kulou1 65 36 死去的盗墓者 15 10 8
kulou1 88 34 死去的盗墓者 15 10 8
kulou1 90 78 死去的盗墓者 15 10 8
kulou1 28 81 死去的盗墓者 15 10 8
kulou1 28 59 恶灵僵尸 15 10 8
kulou1 54 35 恶灵僵尸 15 10 8
kulou1 89 40 恶灵僵尸 15 10 8
kulou1 89 81 恶灵僵尸 15 10 8
kulou1 36 87 恶灵僵尸 15 10 8

;小BOSS
kulou1 56 54 尸王1 30 2 30

;尸王殿开门怪
kulou1 84 74 死去的盗墓者 0 1 30
kulou1 96 16 死去的盗墓者 0 1 30
kulou1 19 27 死去的盗墓者 0 1 30
kulou1 26 88 死去的盗墓者 0 1 30

;[shiwang 尸王殿]
shiwang 47 41 尸王 20 15 10
shiwang 47 41 尸王1 20 1 10

;[shiwang1|shiwang 尸王殿]
shiwang1 46 41 尸王 20 15 10
shiwang1 46 41 尸王1 20 1 10

;[shiwang2|shiwang 尸王殿]
shiwang2 50 40 尸王 20 15 10
shiwang2 50 40 尸王1 20 1 10

;[shiwang3|shiwang 尸王殿]
shiwang3 48 40 尸王 20 15 10
shiwang3 48 40 尸王1 20 1 10
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■沃玛寺庙■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[D021	沃玛寺庙入口]
D021 48 53 山洞蝙蝠 30 10 8

;[D022	沃玛寺庙一层]
D022 256 147 暗黑战士 50 20 8
D022 142 253 暗黑战士 50 20 8
D022 271 350 暗黑战士 50 20 8
D022 394 255 暗黑战士 50 20 8
D022 168 159 粪虫 50 20 8
D022 157 301 粪虫 50 20 8
D022 315 146 粪虫 50 20 8
D022 307 326 粪虫 50 20 8
D022 244 106 沃玛战士 50 20 8
D022 130 227 沃玛战士 50 20 8
D022 336 190 沃玛战士 50 20 8
D022 199 301 沃玛战士 50 20 8
D022 320 346 沃玛战士 50 20 8
D022 250 399 沃玛勇士 50 20 8
D022 394 238 沃玛勇士 50 20 8
D022 261 107 沃玛勇士 50 20 8
D022 82 217 沃玛勇士 50 20 8
D022 242 253 沃玛勇士 50 20 8
D022 172 155 沃玛战将 50 20 8
D022 310 182 沃玛战将 50 20 8
D022 144 317 沃玛战将 50 20 8
D022 292 310 沃玛战将 50 20 8
D022 228 234 火焰沃玛 50 20 8
D022 240 108 火焰沃玛 50 20 8
D022 121 224 火焰沃玛 50 20 8
D022 349 236 火焰沃玛 50 20 8
D022 227 348 火焰沃玛 50 20 8

;[D023	沃玛寺庙二层]
D023 113 105 暗黑战士 50 20 8
D023 306 113 暗黑战士 50 20 8
